地名,センター,燃やすごみ,プラ（容器・包装プラスチック類）,カン,ビン,ペットボトル,その他不燃物,スプレー缶類・ガスライター,有害ごみ（乾電池・蛍光灯）,【参考】古紙等集団回収,粗大ごみ（事前申込制有料）,処理困難物,家電リサイクル品目,町で収集しないもの
（８第３保育所前）字下植野小字宮脇,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（８第３保育所前）字下植野小字寺門,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,*3,月 木 *4,*5,*6,*5
（９西高田今井住宅竹藪前）字円明寺小字夏目,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,土2 *3,月 木 *4,*5,*6,*5
（９西高田今井住宅竹藪前）字円明寺小字算用田,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,土2 *3,月 木 *4,*5,*6,*5
（９西高田今井住宅竹藪前）字円明寺小字宝本,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,日4 *3,月 木 *4,*5,*6,*5
（９西高田今井住宅竹藪前）字大山崎小字斗加坪,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 *3,月 木 *4,*5,*6,*5
(10藤井畑公園前)字大山崎小字西谷,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
（10藤井畑公園前）字大山崎小字藤井畑,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
（11大山崎山荘広場前）字大山崎小字上ノ田,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,金1 *3,月 木 *4,*5,*6,*5
（12福山氏宅前）字大山崎小字銭原,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
(12福山氏宅前)字大山崎小字谷田,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
（13茶屋前公園北）字大山崎小字高橋,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
（13茶屋前公園北）字大山崎小字茶屋前,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
(14阪急駅西)字大山崎小字西谷,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
（14阪急駅西）字大山崎小字藤井畑,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
(14阪急駅西)字大山崎小字明島,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,金1 *3,月 木 *4,*5,*6,*5
(14阪急駅西)字大山崎小字竜光,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,*3,月 木 *4,*5,*6,*5
（15新幹線高架下）字大山崎小字高橋,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
（15新幹線高架下）字大山崎小字高麗田,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
（15新幹線高架下）字大山崎小字茶屋前,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
(15新幹線高架下)字大山崎小字明島,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
(15新幹線高架下)字大山崎小字竜光,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
（16小泉氏宅前）字大山崎小字上ノ田,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,金1 *3,月 木 *4,*5,*6,*5
（16小泉氏宅前）字大山崎小字琵琶谷,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,金1 *3,月 木 *4,*5,*6,*5
(17宝寺踏切南側)字大山崎小字西谷,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
(17宝寺踏切南側)字大山崎小字竜光,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
(18谷田住宅)字大山崎小字谷田,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
(19谷田防火水槽前)字大山崎小字谷田,クリーンプラザおとくに,月 木 *7,水1 水2 水3 水4 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,水1 水3 *2,火2 *3,月 木 *4,*5,*6,*5
（20_３棟東側）字円明寺小字西法寺,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月3 *3,月 木 *4,*5,*6,*5
（20_３棟東側）字円明寺小字北浦,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月3 *3,月 木 *4,*5,*6,*5
(20_３棟東側)字円明寺小字薬師前【久保川沿い】,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
（21_１～５棟ごみ置場）字円明寺小字北浦,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
(21_１～５棟ごみ置場)字円明寺小字薬師前【久保川沿い】,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
（22_６～１０棟ごみ置場）字円明寺小字西法寺,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
（22_６～１０棟ごみ置場）字円明寺小字北浦,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月3 *3,月 木 *4,*5,*6,*5
（23_１１～１４棟ごみ置場）字円明寺小字小倉口,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月3 *3,月 木 *4,*5,*6,*5
（23_１１～１４棟ごみ置場）字円明寺小字北浦,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月3 *3,月 木 *4,*5,*6,*5
（24_１８・１９棟ごみ置場）字円明寺小字小倉口,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
（24_１８・１９棟ごみ置場）字円明寺小字北浦,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月4 *3,月 木 *4,*5,*6,*5
（25_１５～１７棟ごみ置場）字円明寺小字小倉口,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
（25_１５～１７棟ごみ置場）字円明寺小字北浦,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月4 *3,月 木 *4,*5,*6,*5
（26中池北側）字円明寺小字西法寺,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
（26中池北側）字円明寺小字脇山,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
（26中池北側・27大池東側以外）字円明寺小字脇山,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,日1 *3,月 木 *4,*5,*6,*5
（27大池東側）字円明寺小字横林,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,金2 *3,月 木 *4,*5,*6,*5
（27大池東側）字円明寺小字御所前,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（27大池東側）字円明寺小字西法寺,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,金2 *3,月 木 *4,*5,*6,*5
（27大池東側）字円明寺小字脇山,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,金2 *3,月 木 *4,*5,*6,*5
（28フラワーハイツ）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
（29グリーンスクエア）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,火3 *3,月 木 *4,*5,*6,*5
（30新幹線高架下北）字大山崎小字鏡田,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,火2 *3,月 木 *4,*5,*6,*5
（31新幹線高架下南）字大山崎小字鏡田,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,火2 *3,月 木 *4,*5,*6,*5
（32夏目公園前）字円明寺小字夏目,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,土2 *3,月 木 *4,*5,*6,*5
（32夏目公園前）字円明寺小字算用田,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,土2 *3,月 木 *4,*5,*6,*5
（33鏡田防火水槽前）字大山崎小字鏡田,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,*3,月 木 *4,*5,*6,*5
（34東和苑公園前）字大山崎小字広敷,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,火1 *3,月 木 *4,*5,*6,*5
（34東和苑公園前）字大山崎小字斗加坪,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,*3,月 木 *4,*5,*6,*5
（34東和苑公園前）字大山崎小字傍示木,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,日3 *3,月 木 *4,*5,*6,*5
（35東和苑橋上）字大山崎小字広敷,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,火1 *3,月 木 *4,*5,*6,*5
（35東和苑橋上）字大山崎小字斗加坪,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,火1 *3,月 木 *4,*5,*6,*5
（36鏡田中央公園前）字大山崎小字鏡田,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,*3,月 木 *4,*5,*6,*5
（37鏡田橋上）字大山崎小字鏡田,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,*3,月 木 *4,*5,*6,*5
（37鏡田橋上）字大山崎小字広敷,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,*3,月 木 *4,*5,*6,*5
（37鏡田橋上）字大山崎小字斗加坪,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,*3,月 木 *4,*5,*6,*5
（38大山崎排水場裏）字大山崎小字鏡田,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,水1 *3,月 木 *4,*5,*6,*5
（38大山崎排水場裏）字大山崎小字堤外,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,水1 *3,月 木 *4,*5,*6,*5
（39お地蔵さん横）字大山崎小字岸畑,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,水1 *3,月 木 *4,*5,*6,*5
（39お地蔵さん横）字大山崎小字鏡田,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,金1 金3 *2,水1 *3,月 木 *4,*5,*6,*5
（40元岩崎公園前）字円明寺小字稲葉,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（40元岩崎公園前）字円明寺小字開キ,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（40元岩崎公園前）字大山崎小字岩崎,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,日3 *3,月 木 *4,*5,*6,*5
（40元岩崎公園前）字大山崎小字西山田,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,日3 *3,月 木 *4,*5,*6,*5
（41蛇姫池東側）字大山崎小字永福寺,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,金1 *3,月 木 *4,*5,*6,*5
（41蛇姫池東側）字大山崎小字横山,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,金1 *3,月 木 *4,*5,*6,*5
（41蛇姫池東側）字大山崎小字琵琶谷,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,金1 *3,月 木 *4,*5,*6,*5
（42円明寺会館前）字円明寺小字海道,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（42円明寺会館前）字円明寺小字香田,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,日3 *3,月 木 *4,*5,*6,*5
（42円明寺会館前）字円明寺小字山伏,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（42円明寺会館前）字円明寺小字佃【阪急西側】,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（42円明寺会館前）字円明寺小字佃【阪急東側】,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（43早稲田公園前）字大山崎小字早稲田,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,日3 *3,月 木 *4,*5,*6,*5
（43早稲田公園前）字大山崎小字白味才,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（44円明寺バス停前）字円明寺小字下金蔵,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（44円明寺バス停前）字円明寺小字下金蔵,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（44円明寺バス停前）字円明寺小字海道,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（44円明寺バス停前）字円明寺小字金蔵,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（44円明寺バス停前）字円明寺小字茶屋前,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（44円明寺バス停前）字円明寺小字佃【阪急東側】,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（44円明寺バス停前）字円明寺小字東ノ口,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（45円明教寺前）字円明寺小字薬師前【久保川沿い除く】,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（46松田橋西詰）字円明寺小字東ノ口,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（47大門脇交差点）字円明寺小字稲葉,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（47大門脇交差点）字円明寺小字開キ,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（47大門脇交差点）字円明寺小字香田,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（47大門脇交差点）字円明寺小字山伏,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（47大門脇交差点）字円明寺小字西法寺,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,日3 *3,月 木 *4,*5,*6,*5
（47大門脇交差点）字円明寺小字大門脇,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（47大門脇交差点）字円明寺小字佃【阪急西側】,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（47大門脇交差点）字円明寺小字南谷,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（47大門脇交差点）字円明寺小字仏生田,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（47大門脇交差点）字円明寺小字薬師前【久保川沿い除く】,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
（48のばと公園前）字円明寺小字井尻,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（48のばと公園前）字円明寺小字夏目,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（48のばと公園前）字円明寺小字茶屋前,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
